text,airline_sentiment
The crew was wonderful.	positive
The flight was stressful.	negative
The service was acceptable.	neutral
The staff was helpful.	positive
The service was acceptable.	positive
The staff was helpful.	positive
It was an average experience.	neutral
The staff was attentive.	positive
The boarding was quick.	positive
I love this airline!	positive
The flight was stressful.	negative
The staff was cheerful.	positive
The check-in process was smooth.	positive
The service was acceptable.	neutral
The crew was inattentive.	negative
I am never flying with them again.	negative
The luggage arrived late.	negative
This was the worst flight ever.	negative
The flight was not enjoyable.	negative
The baggage was lost.	negative
Nothing special about this flight.	neutral
The food was expensive.	neutral
The flight was not enjoyable.	negative
It was an average experience.	neutral
The flight was delayed for hours.	negative
The flight was average.	neutral
The food was delicious.	positive
The flight was comfortable.	positive
The flight was on time.	neutral
The flight was comfortable.	positive
The flight was not smooth.	negative
The staff was superb.	positive
The food was delicious.	positive
The flight was excellent.	positive
The staff was not helpful.	negative
The food was delicious.	positive
The flight was okay.	neutral
The restroom was not clean.	negative
The crew was wonderful.	positive
The restroom was not clean.	negative
The food was okay.	neutral
The service was poor.	negative
The entertainment was fine.	neutral
The service was acceptable.	positive
The seats were uncomfortable.	negative
The flight was enjoyable.	positive
The flight was not bad.	neutral
The crew was friendly.	positive
The crew was wonderful.	positive
The entertainment was okay.	neutral
The boarding was quick.	positive
I am never flying with them again.	negative
The staff was kind.	positive
The air conditioning was broken.	negative
The food was satisfactory.	neutral
The staff was amazing.	positive
The staff was not helpful.	negative
The entertainment was great.	positive
The flight was okay.	neutral
The service was acceptable.	neutral
The plane was old.	neutral
The flight was average.	neutral
The staff smiled a lot.	positive
The crew was friendly.	positive
The entertainment was fine.	neutral
The crew was amazing!	positive
The flight was enjoyable.	positive
I am never flying with them again.	negative
The food was bland.	negative
The staff was kind.	positive
The landing was smooth.	positive
The landing was smooth.	positive
The flight was not smooth.	negative
The staff was kind.	positive
I love this airline!	positive
The food was average.	neutral
I am never flying with them again.	negative
The drinks were fine.	neutral
The entertainment was lacking.	neutral
The landing was smooth.	positive
The crew was wonderful.	positive
The staff was polite.	positive
The food was not bad.	neutral
The flight was not long.	neutral
The flight was stressful.	negative
The staff was not helpful.	negative
The staff was very friendly.	positive
The landing was smooth.	positive
The food was cold.	negative
The flight was uneventful.	neutral
The staff was helpful.	positive
The food was okay.	neutral
The flight was fine.	neutral
The luggage arrived late.	negative
The food was expensive.	neutral
The plane was dirty.	negative
The crew was wonderful.	positive
The flight was bad.	negative
The food was not bad.	neutral
The staff was not rude.	neutral
The entertainment was fine.	neutral
The flight was delayed for hours.	negative
Nothing special about this flight.	neutral
I hated the delay.	negative
The flight was fine.	neutral
The food was bland.	negative
The flight was bad.	negative
The crew was wonderful.	positive
The food was bland.	negative
The flight was fine.	neutral
The staff smiled a lot.	positive
The flight was noisy.	negative
The staff was helpful.	positive
Nothing special about this flight.	neutral
The flight was noisy.	negative
The drinks were fine.	neutral
The flight was enjoyable.	positive
The flight was excellent.	positive
The staff was helpful.	positive
The staff was superb.	positive
The drinks were fine.	neutral
The flight was comfortable.	positive
It was an average experience.	neutral
The entertainment was great.	positive
The entertainment was okay.	neutral
The food was not bad.	neutral
The flight was not bad.	neutral
The staff was helpful.	positive
The staff was polite.	positive
The staff was not helpful.	negative
The crew was friendly.	positive
The flight was not smooth.	negative
The food was not bad.	neutral
The staff was helpful.	positive
The flight was comfortable.	positive
The food was expensive.	neutral
The landing was smooth.	positive
The flight was fine.	neutral
The flight was noisy.	negative
The flight was uneventful.	neutral
The food was average.	neutral
The staff was attentive.	positive
The staff was not helpful.	negative
The food was average.	neutral
The entertainment was lacking.	neutral
The flight was okay.	neutral
The staff was helpful.	positive
The crew was wonderful.	positive
The service was poor.	negative
The entertainment was fine.	neutral
The luggage arrived late.	negative
The service was poor.	negative
The staff was attentive.	positive
The drinks were fine.	neutral
The baggage was lost.	negative
The flight was not enjoyable.	negative
The staff was attentive.	positive
The flight was not smooth.	negative
The service was poor.	negative
The staff smiled a lot.	positive
The staff was not helpful.	negative
The entertainment was fine.	neutral
The staff was kind.	positive
The food was average.	neutral
The staff was very friendly.	positive
The flight was turbulent.	neutral
The crew was friendly.	positive
The flight was fine.	neutral
This was the worst flight ever.	negative
The flight was not long.	neutral
The food was bland.	negative
The boarding was quick.	positive
The luggage arrived late.	negative
The plane was old.	neutral
The food was satisfactory.	neutral
The restroom was not clean.	negative
The flight was uneventful.	neutral
The flight was terrible.	negative
I hated the delay.	negative
The staff was cheerful.	positive
The flight was enjoyable.	positive
The flight was delayed for hours.	negative
The check-in process was smooth.	positive
The drinks were fine.	neutral
The staff was amazing.	positive
The crew was wonderful.	positive
The food was expensive.	neutral
The staff was rude.	negative
The staff smiled a lot.	positive
The flight was not bad.	neutral
The restroom was not clean.	negative
The landing was smooth.	positive
The plane was dirty.	negative
The food was cold.	negative
The food was bland.	negative
The crew was friendly.	positive
The flight was on time.	neutral
The food was okay.	neutral
The food was cold.	negative
The food was satisfactory.	neutral
The flight was not bad.	neutral
The crew ignored my request.	negative
The flight was noisy.	negative
The crew was wonderful.	positive
The flight was average.	neutral
The service was acceptable.	positive
The crew was inattentive.	negative
